SKU,TotalDemand,AvgDemand,DemandStd,AnnualRevenue,AvgUnitPrice,LeadTime,OrderingCost,HoldingCost,CurrentStock,EOQ,SafetyStock,ReorderPoint,CumulativeRevenue,ABC_Class,CV,XYZ_Class,ABC_XYZ,DaysSinceSale,TurnoverRatio,DeadStockScore
POST,1279,1.4567198177676537,0.5163852886501398,23738.67,19.25930523917995,12,275,36,300,139.78654362197307,2.9515383355364357,20.43217614874828,0.05717408237609701,A,0.35448497532042433,X,AX,80,4.263333333333334,41.520999999999994
22470,8032,4.859044162129462,3.2026167125290765,23727.760000000002,2.959582577132487,11,345,39,47,376.9676582740426,17.526098671587736,70.97558445501181,0.0599106527180048,A,0.659104261181594,Y,AY,154,170.89361702127658,22.03191489361702
22411,11904,7.665164198325821,5.530135656177682,23672.37,1.9984739214423697,1,204,7,120,832.966471628446,9.124723832693176,16.789888031018997,0.06264083481967254,A,0.7214634302792289,Y,AY,358,99.2,115.54000000000002
21212,42474,18.23701159295835,13.16230249132528,23326.27,0.5526363246028339,5,303,5,22,2268.887128087248,48.562475133179966,139.7475330979717,0.06533110051139117,A,0.721735708958341,Y,AY,25,1930.6363636363637,-567.6909090909091
20727,14104,7.3420093701197295,5.4171938770913,23216.4,1.6469807391983342,1,77,28,480,278.5175039382624,8.938369897200644,16.280379267320374,0.06800869467476219,A,0.7378353259991767,Y,AY,169,29.383333333333333,67.18500000000002
20914,7780,4.829298572315332,3.27308401185906,22971.880000000005,2.963382991930478,8,93,13,255,333.63729730629063,15.275171341180156,53.90955991970281,0.07065808785413794,A,0.6777555710931807,Y,AY,59,30.50980392156863,18.347058823529412
21755,3812,2.722857142857143,1.4795408584568226,22781.210000000003,5.982042857142858,2,226,8,423,464.0883536569303,3.452438134389371,8.898152420103656,0.07328549067845734,A,0.5433780697375529,Y,AY,301,9.011820330969266,120.09645390070924
22382,13768,7.398173025255239,5.184859771866259,22664.8,1.6508167651800105,11,473,48,379,520.9072214255945,28.373786848915326,109.75369012672296,0.0758994677030594,A,0.700829752719575,Y,AY,41,36.32717678100264,19.901846965699207
22469,13569,8.13001797483523,5.910543464051685,22382.26,1.6522348711803474,5,121,16,493,453.0244198716003,21.807021999817973,62.45711187399412,0.0784808588205045,A,0.7270025087701572,Y,AY,38,27.523326572008113,11.743002028397566
22384,13357,7.512373453318335,5.318141289748745,22045.45,1.6539595050618672,4,199,49,351,329.3805565306006,17.54986625617086,47.5993600694442,0.08102340496240795,A,0.7079175872705898,Y,AY,117,38.054131054131055,50.08376068376069
22086,7410,5.361794500723589,3.656415186049316,21887.9,2.9582199710564403,9,260,41,461,306.5623718020169,18.09925517094411,66.35540567745642,0.08354778054554954,A,0.6819387027152705,Y,AY,275,16.073752711496745,117.47787418655098
20728,13233,7.689134224288204,5.403524195073139,21839.329999999998,1.6567402672864613,10,327,18,102,693.396711846833,28.19428234962753,105.08562459250957,0.08606655445278465,A,0.7027480646656746,Y,AY,270,129.73529411764707,74.47941176470589
21232,17385,10.12521840419336,6.571645582815718,21760.53,1.2554280722189868,4,240,12,334,833.9064695755753,21.686430423291867,62.18730404006531,0.08857624019733848,A,0.6490374153404997,Y,AY,127,52.050898203592816,38.78473053892216
85099F,10672,8.090978013646701,5.461625170038564,21183.77,1.990849128127369,8,164,49,37,267.2771243943069,25.488884480620435,90.21670858979405,0.09101940704965814,A,0.6750265741455085,Y,AY,3,288.43243243243245,-70.62972972972975
21733,7186,4.962707182320442,3.2912090177907825,21088.780000000002,2.9551933701657456,11,283,29,259,374.5008632189306,18.010913940766155,72.60069294629102,0.09345161851399435,A,0.6631882351462639,Y,AY,293,27.745173745173744,117.57644787644789
82482,8188,5.376231122783979,3.161178314412058,20991.66,2.596762967826658,2,396,15,258,657.5153230153652,7.376459054780067,18.128921300348026,0.0958726289331579,A,0.5879915208658482,Y,AY,16,31.73643410852713,1.3790697674418606
22077,12005,9.039909638554217,6.204678011848273,20439.87,1.7155421686746986,3,363,13,478,818.7997782871445,17.732248975858983,44.851977891521635,0.0982300003004699,A,0.6863650478745944,Y,AY,265,25.115062761506277,102.36548117154813
20726,12066,7.9121311475409835,5.739090162064091,19920.26,1.6578688524590164,14,337,8,36,1008.2462496830822,35.43162001211046,146.2014560776842,0.1005274440001319,A,0.7253532651373893,Y,AY,239,335.1666666666667,-2.549999999999983
85099C,10042,7.839188134270102,5.7846019171900736,19876.95,1.9856674473067915,1,123,24,291,320.8278354507289,9.54459316336362,17.38378129763372,0.1028198926702796,A,0.737908290770811,Y,AY,263,34.508591065292094,102.04742268041238
82486,2434,2.4536290322580645,1.19106450174189,19703.98,8.234959677419354,10,186,25,486,190.31006279227591,6.214686498368635,30.75097682094928,0.10509239236201386,A,0.48542973941164946,X,AX,134,5.008230452674897,59.59753086419753
21181,9298,7.022658610271903,4.714952673815546,19514.4,2.0989048338368583,13,406,22,213,585.8162914026267,28.05000598426618,119.34456791780092,0.10734302741058672,A,0.6713914110703143,Y,AY,213,43.652582159624416,78.70422535211267
23203,8908,9.007077856420628,5.452309845080912,18463.04,2.0743174924165824,2,328,26,26,474.084056162715,12.72270537313673,30.736861085977985,0.10947240699321303,A,0.6053361514127775,Y,AY,15,342.61538461538464,-88.9846153846154
22111,3681,2.9354066985645932,1.7090361094636672,18214.65,4.948883572567784,6,219,22,277,270.7126957428551,6.90733959329258,24.51977978468014,0.11157313925695099,A,0.5822144203388858,Y,AY,328,13.288808664259928,133.81335740072203
21843,1649,1.6775178026449644,0.7351885354979018,18037.55,10.943896236012206,1,448,15,154,313.84752136454205,1.2130610835715379,2.8905788862165025,0.1136534462210588,A,0.43825975160366126,X,AX,360,10.707792207792208,145.28766233766234
21175,7837,6.15149136577708,4.744514521125059,18018.48,2.287276295133438,5,79,7,234,420.58564611061763,17.504944032626316,48.262400861511715,0.11573155380366494,A,0.7712787418544501,Y,AY,129,33.49145299145299,43.65256410256411
48138,2332,2.151291512915129,1.0487596296294301,17907.600000000002,7.705867158671587,6,413,42,370,214.1557065937461,4.238727826446916,17.14647690393769,0.11779687337258961,A,0.4875023321262017,X,AX,352,6.302702702702702,151.5091891891892
22112,3582,3.0202360876897134,1.7165155397560514,17728.34,4.953153456998314,6,494,41,112,293.7983380052279,6.937568893134623,25.0589854192729,0.1198415185247345,A,0.5683381993720483,Y,AY,122,31.982142857142858,51.50535714285714
22178,13360,11.114808652246257,5.897554243069751,17700.97,1.3511813643926789,6,253,25,379,520.006153809741,23.83589773274616,90.52474964622371,0.12188300703966383,A,0.5306033083959462,Y,AY,241,35.25065963060686,93.32480211081794
22090,5879,5.403492647058823,3.275156228910756,17345.890000000003,2.952610294117647,7,108,19,421,258.5245585402305,14.29766066286029,52.12210919227205,0.1238835434631608,A,0.6061183835779729,Y,AY,115,13.964370546318289,47.510688836104514
22197,20264,12.99807568954458,10.909506231025928,17229.079999999998,0.8537524053880693,12,225,25,285,603.9470175437577,62.356202956166314,218.33311123070126,0.12587060795413496,A,0.8393170259657236,Y,AY,197,71.10175438596491,64.96947368421054
20685,2229,2.0581717451523547,0.9857277166082173,17115.41,7.707543859649123,9,380,23,495,271.3925441928688,4.879352197210675,23.402897903581867,0.12784456265510935,A,0.4789336550411392,X,AX,222,4.503030303030303,94.34909090909093
84946,13636,12.329113924050633,6.042249628377244,17074.18,1.2552983725135622,7,234,39,345,404.5145238430877,26.377378295496737,112.68117576385117,0.12981376221715796,A,0.4900797953201256,X,AX,214,39.52463768115942,85.44260869565218
22326,5699,5.625863770977295,3.4838989291053974,16810.97,2.956831194471866,2,474,23,297,484.6626796478952,8.129512240538626,19.381239782493218,0.1317526052398749,A,0.619264715771849,Y,AY,80,19.188552188552187,33.14343434343434
21731,10106,10.866666666666667,6.750630211513688,16714.26,1.6623440860215053,7,332,19,210,594.2878976246765,29.469806408830543,105.53647307549721,0.13368029450354477,A,0.6212236390963516,Y,AY,263,48.12380952380953,96.46285714285715
84978,13662,13.073684210526316,9.22719443605248,16371.12,1.2363349282296652,14,163,33,434,367.3744683561992,56.96625036441103,239.99782931177944,0.13556840874002615,A,0.7057837934178628,Y,AY,135,31.47926267281106,54.45622119815668
22910,5478,5.456175298804781,3.5458922231467898,16239.620000000003,2.9782868525896418,12,119,13,116,316.6852356229107,20.267496112556874,85.74159969821424,0.13744135681670314,A,0.6498860518509267,Y,AY,306,47.224137931034484,112.13275862068967
22624,1878,1.896969696969697,0.8325353902550983,16058.49,8.571333333333333,10,255,44,453,147.5389008794876,4.34396830874038,23.313665278437348,0.13929341480573468,A,0.4388764836808026,X,AX,242,4.145695364238411,108.75629139072849
21929,8011,7.342804766269477,5.292177975314062,15960.97,2.0088817598533457,4,122,46,319,206.13861946462777,17.464187318536403,46.83540638361431,0.14113422561678804,A,0.7207297679525205,Y,AY,303,25.112852664576803,127.46614420062696
22114,3917,3.5193171608265947,2.061952931815755,15867.77,4.0700718778077265,7,316,13,460,436.37880509766,9.001434209963268,33.63665433574943,0.14296428748416257,A,0.585895739880249,Y,AY,270,8.515217391304347,109.3454347826087
82483,2583,2.804560260586319,1.4305748490765406,15765.230000000001,6.27614549402823,11,183,37,108,159.8460407916216,7.828722014695212,38.67888488114472,0.14478252320685003,A,0.5100888253966295,Y,AY,287,23.916666666666668,118.72500000000001
21621,1840,2.195704057279236,1.0322774896020326,15647.08,8.508448687350835,7,252,15,294,248.64432428672086,4.50639671047012,19.876325111424773,0.1465871324521163,A,0.4701350740687518,X,AX,50,6.258503401360544,22.622448979591837
21928,7842,7.562198649951784,5.426166243615956,15610.33,2.002324011571842,11,205,49,460,256.1576364153088,29.69431984227442,112.87850499174405,0.14838750324587827,A,0.7175381783511535,Y,AY,189,17.047826086956523,85.18565217391306
21485,3142,2.9309701492537314,1.6383851991313727,15558.78,4.972667910447761,5,282,18,242,313.76636743496476,6.04484211966901,20.699692865937667,0.15018192867433286,A,0.5589907490352741,Y,AY,297,12.983471074380166,120.30495867768597
22720,3123,2.974285714285714,1.4607367567538183,15494.730000000001,4.981219047619048,14,357,17,424,362.16846908586615,9.018201185466221,50.658201185466226,0.1519689670873086,A,0.49112186826497256,X,AX,14,7.365566037735849,8.490330188679245
85066,1207,1.7961309523809523,0.431732965979951,15397.86,12.76549107142857,6,120,12,338,155.37052487521564,1.74491702845226,12.521702742737974,0.1537448332881151,A,0.24036831245942591,X,AX,232,3.5710059171597632,95.32869822485208
22189,3892,3.967380224260958,2.18551730372327,15215.02,3.9373190621814476,14,145,9,267,354.1311746922161,13.492803989607427,69.03612712926085,0.1554996121835327,A,0.5508716533793752,Y,AY,261,14.576779026217228,102.72696629213485
22083,5149,5.530612244897959,3.414056577288251,15181.410000000002,2.9630934479054782,9,363,43,393,294.84619561691386,16.89958005757684,66.67509026165848,0.1572505147699691,A,0.6173017427569162,Y,AY,192,13.101781170483461,85.76946564885498
84991,27580,16.319526627218934,13.345246061207082,15152.000000000002,0.5519467455621302,12,65,21,83,413.1989028704376,76.27832591781304,272.11264544444026,0.15899802544188196,A,0.8177471299289328,Y,AY,203,332.28915662650604,-12.186746987951807
84836,12056,10.13109243697479,6.35464040295168,15062.23,1.2524117647058823,1,497,30,106,632.0248940244891,10.48515666487027,20.61624910184506,0.16073518275892298,A,0.6272413801851775,Y,AY,261,113.73584905660377,79.27924528301887
82484,2124,2.5902439024390245,1.3288946039471645,14961.36,7.1443414634146345,9,396,36,317,216.16660241582187,6.578028289538464,29.890223411489686,0.16246070653573993,A,0.5130384064202801,Y,AY,113,6.700315457413249,53.98990536277603
22699,5047,5.49183895538629,2.9652469232905885,14903.650000000001,2.975201305767138,14,387,13,100,548.1702430674392,18.30664778932924,95.1923931647373,0.16417957450204496,A,0.539936976917783,Y,AY,352,50.47,129.55900000000003
22666,5021,4.14616019818332,2.8282999661072505,14886.470000000001,2.9744756399669696,7,434,16,291,521.9092354040116,12.346914266630122,41.37003565391336,0.16589646106435424,A,0.682149225045983,Y,AY,36,17.254295532646047,14.023711340206185
22727,3896,3.7569913211186114,2.214980980971079,14651.25,3.7697299903567987,14,276,38,378,237.89604098384964,13.674704915873477,66.27258341153404,0.1675862192303959,A,0.5895624428303411,Y,AY,79,10.306878306878307,39.907936507936505
23298,2953,3.545018007202881,1.7336328799419254,14617.35,4.95,14,92,5,475,329.6519376554611,10.702989447461663,60.333241548302,0.1692720676411724,A,0.48903358922845375,X,AX,275,6.216842105263158,109.63494736842105
48194,1887,2.0010604453870626,0.9058660795569873,14587.39,7.75237539766702,6,418,25,329,251.19968152846053,3.6612009558465832,15.667563628168958,0.17095446070481776,A,0.4526930116705029,X,AX,278,5.735562310030395,116.97933130699089
48187,1861,1.9589473684210525,0.9348644252183871,14285.39,7.700252631578947,11,428,8,489,446.2364843891633,5.11598097169608,26.664402024327657,0.17260202350031914,A,0.4772279440932121,X,AX,162,3.8057259713701432,66.05828220858896
20972,11250,9.698275862068966,6.1923716989327255,14118.72,1.2632327586206895,12,314,39,450,425.62171720184364,35.39415792628019,151.7734682711078,0.17423036390909352,A,0.6385023262899521,Y,AY,312,25.0,129.0
22556,8540,7.944186046511628,6.685725863298017,14090.359999999999,1.6557302325581393,13,442,16,331,686.9024676036621,39.774450232797626,143.0488688374488,0.17585543350195876,A,0.841587272019364,Y,AY,17,25.800604229607252,3.8598187311178265
22551,8515,7.671171171171171,6.346969305623446,14069.549999999997,1.6572072072072073,11,216,31,155,344.4715447773449,34.733350975381605,119.11623385826448,0.17747810303561845,A,0.8273794397230799,Y,AY,204,54.935483870967744,74.41935483870968
22629,7179,7.485922836287799,5.159416868205824,13947.99,1.9540041710114702,14,305,11,259,630.9581458529415,31.852870890007853,136.65579059803704,0.1790867528096901,A,0.6892158763907766,Y,AY,17,27.71814671814672,1.7845559845559862
85152,6530,5.703056768558952,4.675580000417702,13750.79,2.110043668122271,9,166,5,375,658.4770307307614,23.144121002067624,74.47163191909819,0.18067265911065583,A,0.8198375345295972,Y,AY,202,17.413333333333334,77.07600000000001
22960,3196,4.618497109826589,2.0694466905219,13664.88,4.300375722543353,13,139,26,368,184.85836574149243,12.311468654951344,72.351931082697,0.18224865723832268,A,0.4480779442556805,X,AX,210,8.684782608695652,89.1945652173913
21977,24856,16.71553463349025,13.412561937681566,13656.750000000002,0.55408876933423,4,79,20,71,443.1279724865042,44.261454394349165,111.12359292831016,0.183823717716718,A,0.8024010138933251,Y,AY,78,350.0845070422535,-67.82535211267604
23209,8225,8.667017913593256,5.3561725168509575,13572.21,1.6524025289778712,8,96,46,271,185.2847397456377,24.996746991944175,94.33289030069022,0.18538902802667326,A,0.617994859391071,Y,AY,56,30.350553505535057,27.094833948339485
22328,4559,5.180681818181818,3.4483465545212524,13435.090000000002,2.951863636363637,12,394,22,121,404.0978729331434,19.709947733968438,81.87812955215026,0.18693852401090702,A,0.6656163562137973,Y,AY,80,37.67768595041322,27.296694214876034
22554,8120,7.645951035781544,6.367098332648797,13401.279999999999,1.6530885122410546,14,386,21,351,546.3576362298478,39.308775839307835,146.35209034024945,0.18848412061975683,A,0.8327411858710618,Y,AY,306,23.133903133903132,121.75982905982907
21166,6672,6.189239332096475,4.892473819122657,13308.14,1.996873840445269,9,469,32,301,442.23636214133273,24.21774540465715,79.92089939352543,0.19001897520484856,A,0.7904806320464963,Y,AY,58,22.166112956810633,26.150166112956814
84997D,3417,3.923076923076923,2.184018797508195,13302.45,3.91,12,114,24,146,180.1707523434367,12.483344022499935,59.56026709942301,0.19155317355078225,A,0.556710673874638,Y,AY,18,23.404109589041095,7.378767123287671
20712,6647,7.960479041916168,5.2760369329152645,13263.06,2.0082874251497005,1,53,49,391,119.91340412896265,8.705460939310186,16.66593998122635,0.1930828289686954,A,0.6627788233765979,Y,AY,208,17.0,92.80000000000001
22385,6653,7.408685968819599,5.1339919349162475,13234.45,2.0017817371937636,5,197,23,44,337.5926281906873,18.941925687973868,55.985355532071864,0.194609184737696,A,0.6929693006996528,Y,AY,135,151.20454545454547,15.538636363636357
22726,3482,3.752155172413793,2.2927576255011366,13141.5,3.7852047413793106,2,93,15,135,207.79027888715103,5.3500407332097675,12.854351078037354,0.19612482039602117,A,0.6110508548147774,Y,AY,332,25.79259259259259,129.56222222222223
22149,6240,5.497797356828194,3.325883804433439,13124.390000000001,2.106713656387665,4,343,26,218,405.7585488933043,10.975416554630348,32.966605981943125,0.19763848272359152,A,0.6049484163512746,Y,AY,10,28.623853211009173,3.2128440366972484
22961,8962,10.694510739856803,6.118483147054712,13080.82,1.4739140811455846,12,254,24,457,435.5406601761386,34.971828130643836,163.30595700892547,0.19914712003532406,A,0.5721143580932658,Y,AY,69,19.61050328227571,28.916849015317283
84970S,15387,14.260426320667284,8.49881691012845,13080.179999999998,0.8576830398517145,14,489,15,145,1001.6148960553652,52.46944076652531,252.1154092558673,0.20065568353456778,A,0.595972148308871,Y,AY,341,106.11724137931034,109.0648275862069
22697,4418,5.329312424607961,2.8201093162596744,13078.940000000002,2.983341375150784,4,287,28,96,300.9468391593439,9.306360743656924,30.62361044208877,0.2021641040221145,A,0.5291694484335152,Y,AY,83,46.020833333333336,27.793750000000003
21930,6565,6.939746300211416,5.31361090859589,13048.08,1.993033826638478,6,169,43,35,227.16503579638328,21.47579843928162,63.11427624055011,0.20366896536371776,A,0.7656779770802303,Y,AY,109,187.57142857142858,0.22857142857142776
21790,15066,10.617336152219874,7.60906655814081,12873.96,0.8554052149400986,11,288,20,444,658.7114694614023,41.640090984020176,158.4307886584388,0.20515374509509177,A,0.7166643731582244,Y,AY,44,33.932432432432435,13.42027027027027
21080,15138,9.63590070019096,8.141258263620793,12859.039999999999,0.8497390197326544,12,133,34,315,344.1403612413024,46.53354073543293,162.16434913772446,0.20663680407282106,A,0.8448881445467213,Y,AY,132,48.05714285714286,48.582857142857144
20713,6436,7.848780487804878,5.542074474018287,12756.07,1.996121951219512,3,139,8,58,472.9175403809844,15.838605037744887,39.38494650115952,0.20810798731309743,A,0.706106443240366,Y,AY,18,110.96551724137932,-23.689655172413794
22835,2665,3.6657496561210454,2.1189740898463034,12728.53,4.8027922971114165,11,460,26,228,307.08305065568175,11.595939294233283,51.919185511564784,0.20957599430971588,A,0.5780465903633255,Y,AY,93,11.68859649122807,41.49342105263158
21231,10076,9.312384473197781,6.335253992752872,12700.97,1.26271719038817,13,370,12,460,788.2596864824012,37.68943713803143,158.7504352896026,0.21104082275603617,A,0.680304170321418,Y,AY,294,21.904347826086955,114.62869565217392
22865,6031,6.269230769230769,4.725258058104421,12684.430000000002,2.1145114345114346,8,162,14,239,373.59680329008626,22.052329303897288,72.20617545774344,0.21250374361084948,A,0.753722144237515,Y,AY,148,25.234309623430963,55.829707112970716
72741,8736,12.03305785123967,5.506260588741815,12584.4,1.4417355371900826,8,50,23,252,194.89127403671046,25.697193728445153,121.96165653836252,0.2139551278043302,A,0.45759445826769196,X,AX,172,34.666666666666664,65.30000000000001
22294,10068,14.893491124260356,10.005208374082473,12562.2,1.2485946745562129,1,77,44,185,187.71787341646507,16.50859381723608,31.402084941496433,0.21540395162710632,A,0.671783955192665,Y,AY,51,54.42162162162162,17.273513513513517
22487,1317,1.6692015209125475,1.0054809169310006,12539.96,9.780747782002534,5,98,11,237,153.18794160946695,3.7097340725552854,12.055741677118023,0.21685021046589725,A,0.6023723944256336,Y,AY,19,5.556962025316456,9.232911392405065
22630,6336,7.103139013452915,5.09026394138843,12347.439999999999,1.965762331838565,5,236,27,442,332.81025625221747,18.780590723994884,54.29628579125946,0.21827426558540644,A,0.71662175437476,Y,AY,120,14.334841628959277,51.79954751131222
20724,14586,10.366737739872068,7.097109549591931,12343.5,0.8525870646766168,4,380,33,72,579.5860591836212,23.420461513653372,64.88741247314164,0.2196978662967816,A,0.684603944623327,Y,AY,324,202.58333333333334,78.725
22561,7468,9.208384710234279,6.316721194328357,12324.719999999998,1.6558199753390874,2,131,33,127,243.498242169002,14.739768091535419,33.15653751200398,0.22111930107293906,A,0.6859749449116628,Y,AY,225,58.803149606299215,82.25905511811024
84997B,3194,3.9480840543881337,2.221023404474421,12294.26,3.8665883807169346,9,75,44,111,104.34862894948051,10.994065852148383,46.526822341641584,0.22253722283595853,A,0.562557274333064,Y,AY,66,28.774774774774773,30.96756756756757
23202,5915,8.158620689655173,5.364704404111564,12287.65,2.094910344827586,12,378,34,353,362.65929562866904,30.663403965182162,128.56685224104424,0.2239543822543673,A,0.6575504130145197,Y,AY,141,16.756373937677054,61.57308781869689
85014B,2057,2.889044943820225,1.585905993671133,12270.800000000001,5.998553370786517,4,322,49,366,164.42279994835613,5.233489779114739,16.789669554395637,0.22536959832834488,A,0.5489378062682775,Y,AY,189,5.620218579234972,88.61393442622952
21524,1583,1.9713574097135742,0.9411228638796173,12200.77,7.75241594022416,12,498,8,123,443.940874441631,5.379239634133945,29.035528550696835,0.22677673770140153,A,0.477398395259212,X,AX,158,12.869918699186991,61.73902439024391
22113,3170,3.7693222354340072,2.4449287928267145,12182.85,3.8899881093935793,3,318,30,440,259.2373429890069,6.987322468605452,18.295289174907474,0.22818181032477228,A,0.6486388374660148,Y,AY,98,7.204545454545454,46.038636363636364
84077,46529,55.59020310633214,26.198278726135577,12175.789999999999,0.2666547192353644,8,286,35,48,872.0188071366351,122.26487158159384,566.986496432251,0.22958606870412615,A,0.47127510356499125,X,AX,158,969.3541666666666,-217.10625
84755,18743,18.686939182452644,11.3099014655729,12164.99,0.6516450648055833,10,296,17,59,807.8969066438526,59.01233042642321,245.88172225094965,0.2309890814977318,A,0.6052302817035489,Y,AY,246,317.6779661016949,8.196610169491535
20750,1526,2.1077348066298343,0.9507925536410654,12086.9,7.934530386740332,11,388,27,144,209.4239011439964,5.203146553920601,28.388229426848778,0.23238308801438595,A,0.4510968603120127,X,AX,344,10.597222222222221,142.52083333333331
21136,7135,10.461876832844574,5.699719033399578,12065.75,1.6913929618768329,3,237,33,433,320.1320750167741,16.289134875280475,47.674765373814196,0.23377465525894986,A,0.5448084626178714,Y,AY,236,16.478060046189377,99.3565819861432
23245,2418,3.8078740157480313,1.6871011059896908,12033.34,5.014377952755906,2,307,15,225,314.60578507077713,3.936770087555694,11.552518119051756,0.23516248459294906,A,0.4430559149311223,X,AX,33,10.746666666666666,14.476000000000003
22492,18369,35.52998065764023,5.058338978032161,11917.890000000001,0.6562282398452612,11,85,44,183,266.40408473526895,27.681410546728067,418.5111977807706,0.23653699884596407,A,0.1423681883413701,X,AX,361,100.37704918032787,127.48688524590163
22379,5644,6.068817204301075,4.305801990876235,11836.28,2.113193548387097,14,75,41,286,143.69683534373635,26.58287911149421,111.54631997170925,0.23790210085333924,A,0.7094960757467929,Y,AY,241,19.734265734265733,102.77972027972028
21121,9468,12.573705179282868,10.719598238104332,11816.76,1.2489907038512615,13,490,42,275,470.0212761141776,63.7726008147667,227.23076814544396,0.23926495157980657,A,0.8525409245133674,Y,AY,330,34.42909090909091,134.27127272727273
22617,2368,2.87030303030303,1.351519472219823,11778.380000000001,4.9970060606060605,9,471,12,64,431.1473066134126,6.690021387488123,32.5227486602154,0.24062337586358723,A,0.47086299179955826,X,AX,338,37.0,127.70000000000002
21210,8093,9.302298850574713,6.21493573898391,11748.82,1.4579885057471265,14,211,19,52,423.96909023380965,38.36936435655594,168.60154826460192,0.24197839093304227,A,0.6681075117899421,Y,AY,275,155.6346153846154,69.00961538461539
23201,5669,8.251819505094614,5.264911521745219,11706.52,2.076244541484716,3,282,14,289,477.8909020746412,15.046505517478863,39.801964032762704,0.2433285274583169,A,0.6380303784510435,Y,AY,71,19.6159169550173,26.71522491349481
21217,1172,1.7947932618683002,0.9288345302013724,11658.4,9.948468606431852,5,322,17,32,210.7086083838504,3.426946296475928,12.400912605817428,0.24467311420709123,A,0.5175161674244848,Y,AY,313,36.625,119.31250000000001
82600,5563,6.2225950782997765,4.867643883423728,11641.500000000002,2.0952796420581654,6,166,33,17,236.57377605125956,19.6733522105467,57.008922680345364,0.24601575184483368,A,0.7822530346541098,Y,AY,216,327.2352941176471,-1.8705882352941074
15056N,2007,3.0829493087557602,1.7398146396968182,11633.960000000001,5.880583717357911,12,439,22,114,283.0150975735137,9.944376260633195,46.939767965702316,0.24735751987919266,A,0.5643344944905972,Y,AY,79,17.605263157894736,32.91842105263158
