product,current_stock,ReorderPoint,EOQ,Inventory_Risk_Score
16043,33.3,5.054086607049008,641.1794687223781,0.0
16044,7.199999999999999,1.0927754826051908,276.0262237369417,0.0
16045,1395.0,211.72524975475574,11404.27425417189,0.0
16046,109.95,16.687592265616768,792.3987108432196,0.0
16047,22.05,3.3466249154783974,339.54987505086615,0.0
16048,324.75,49.288727496671626,2720.6082778873924,0.0
16049,298.8,45.35018252811542,2141.5382756761987,0.0
16050,18.3,2.7774710182881934,570.379990298865,0.0
16051,10.799999999999999,1.6391632239077862,338.06170189140664,0.0
16052,73.05,11.087117917265166,904.3230440092261,0.0
16053,44.699999999999996,6.784314454507227,972.6416328904218,0.0
16054,180.75,27.433217844567814,2236.9461706967463,0.0
16119,19.05,2.891301797726234,276.8057401823315,0.0
16151A,1.3499999999999999,0.20489540298847328,48.98979485566356,0.0
16156L,142.5,21.627848093227737,1227.9806626883453,0.0
16156N,217.5,33.01092603703181,1517.0983163879991,0.0
16156S,1618.8,245.6923543390671,4145.612019507818,0.0
16161C,67.5,10.244770149423664,1732.0508075688772,0.0
16161E,37.5,5.691538971902036,1290.9944487358057,0.0
16161G,146.25,22.19700199041794,2549.5097567963926,0.0
16161M,157.5,23.90446368198855,1294.1586555623198,0.0
16161P,1732.6499999999999,262.97186665776167,4282.871664491304,0.0
16161U,1256.3999999999999,190.68932171460582,3650.7238429828376,0.0
16162L,46.05,6.9892098574957,579.9195886193842,0.0
16162M,12.9,1.9578894063343004,369.46980459563474,0.0
16168M,215.1,32.64666754283008,1563.3461327475738,0.0
16168S,191.1,29.004082600812772,2198.54595950218,0.0
16169A,3.75,0.5691538971902036,199.20476822239894,0.0
16169C,202.5,30.734310448270993,1463.8501094227997,0.0
16169D,37.5,5.691538971902036,629.940788348712,0.0
16169E,605.6999999999999,91.92973747416168,2531.70373652286,0.0
16169F,146.25,22.19700199041794,1244.0333788202981,0.0
16169G,3.75,0.5691538971902036,199.20476822239894,0.0
16169K,232.5,35.28754162579262,1683.765958188732,0.0
16169M,234.0,35.51520318466871,1705.3025749226779,0.0
16169N,228.75,34.71838772860242,1696.860047237469,0.0
16169P,187.5,28.45769485951018,1518.7610928534127,0.0
16201A,9.6,1.4570339768069211,127.23165963031944,0.0
16201B,3.5999999999999996,0.5463877413025954,90.58216273156766,0.0
16202A,9.0,1.3659693532564885,98.66684723361115,0.0
16202B,16.5,2.5042771476368957,141.22890249937726,0.0
16202C,9.9,1.5025662885821376,118.18736805705578,0.0
16202E,12.15,1.8440586268962595,140.82083821145318,0.0
16206B,14.399999999999999,2.1855509652103815,227.99055996131088,0.0
16207A,8.25,1.2521385738184478,111.48712271412087,0.0
16207B,13.65,2.071720185772341,151.99926506027538,0.0
16212,53.55,8.127517651876108,605.1064750552964,0.0
16215,1.2,0.18212924710086514,90.58216273156766,0.0
16216,380.25,57.71220517508664,3648.993219389633,0.0
16218,678.75,103.01685539142684,5548.181046538592,0.0
16219,372.9,56.596663536593844,3658.1682051236007,0.0
16225,126.6,19.214635569141272,684.8069767474243,0.0
16235,637.1999999999999,96.71063021055939,3655.1397501182614,0.0
16236,363.75,55.207928027449746,2776.8510964185184,0.0
16237,1419.0,215.367834696773,5504.944929828895,0.0
16238,334.8,50.81405994114137,2571.2201032467224,0.0
16239,7.5,1.1383077943804072,108.94694214056865,0.0
16244A,1.05,0.159363091213257,33.13667478318056,0.0
16244B,2.1,0.318726182426514,53.657966583649355,0.0
16245A,1.65,0.2504277147636896,76.59416862050705,0.0
16248B,4.95,0.7512831442910688,132.664991614216,0.0
16254,7.199999999999999,1.0927754826051908,185.2859587362182,0.0
16256B,73.95,11.223714852590813,884.6127302609218,0.0
16256C,25.349999999999998,3.847480345005776,517.9323973782372,0.0
16258A,153.9,23.358075940685957,1269.4121929306755,0.0
16258B,73.2,11.109884073152774,1048.106930865424,0.0
16259,756.15,114.76419182943265,4834.740495677346,0.0
17001,116.85,17.734835436446744,1355.3118869194998,0.0
17003,2138.1,324.5087860219665,5888.1321751044115,0.0
17007B,5.1,0.7740493001786769,103.89249632986395,0.0
17011A,23.7,3.5970526302420867,269.5249119486352,0.0
17011B,2.85,0.4325569618645547,102.74023338281629,0.0
17011D,2.25,0.3414923383141221,182.57418583505537,0.0
17011F,28.2,4.280037306870331,291.1468798322779,0.0
17012A,53.4,8.104751495988499,418.5839556937244,0.0
17012B,63.75,9.67561625223346,456.4719487781437,0.0
17012C,44.55,6.761548298619618,373.312938164212,0.0
17012D,63.9,9.69838240812107,476.6550115125194,0.0
17012E,7.199999999999999,1.0927754826051908,116.35489477654792,0.0
17012F,59.55,9.038163887380435,490.2739461603543,0.0
17013C,14.399999999999999,2.1855509652103815,390.36002917941323,0.0
17013D,128.4,19.48782943979257,744.7037922940957,0.0
17013F,9.15,1.3887355091440967,176.02308650892073,0.0
17014A,37.05,5.623240504239211,484.2454655297001,0.0
17014C,14.399999999999999,2.1855509652103815,390.36002917941323,0.0
17014D,13.799999999999999,2.094486341659949,216.17159556740734,0.0
17014E,13.95,2.1172524975475575,217.34326591384246,0.0
17014F,9.15,1.3887355091440967,176.02308650892073,0.0
17021,260.09999999999997,39.476514309112524,1970.5847189012009,0.0
17027A,12.6,1.912357094559084,439.43537440204113,0.0
17028J,0.8999999999999999,0.13659693532564884,97.59000729485331,0.0
17033,346.34999999999997,52.567053944487206,2313.610255221563,0.0
17038,378.59999999999997,57.46177746032295,4253.609051635764,0.0
17039,98.39999999999999,14.934598262270942,1234.8571384930385,0.0
17061,7.8,1.1838401061556234,930.9493362512627,0.0
17084A,66.3,10.0626409023228,1184.5567116751326,0.0
17084G,7.5,1.1383077943804072,398.4095364447979,0.0
17084J,68.1,10.335834772974096,1200.5289839357654,0.0
17084N,358.65,54.433878727271065,2769.8863000026786,0.0
17084P,131.1,19.897620245769517,1673.3936946152467,0.0
17084R,837.75,127.14898063229148,4253.124595625071,0.0
17090A,25.95,3.938544968556209,309.5222881447473,0.0
17090D,13.2,2.0034217181095166,217.8057692067188,0.0
17091A,213.75,32.4417721398416,1004.755798153922,0.0
17091B,39.6,6.01026515432855,379.39493993211966,0.0
17091F,2.4,0.3642584942017303,92.37604307034013,0.0
17091J,443.84999999999997,67.36505527143248,1642.465360410663,0.0
17096,188.7,28.639824106611044,2025.1926535190032,0.0
17107D,45.9,6.966443701608092,282.842712474619,0.0
17108D,53.25,8.081985340100891,750.6610843064021,0.0
17109A,39.75,6.033031310216158,364.0882511990872,0.0
17109B,33.15,5.0313204511614,325.8396397088868,0.0
17109C,25.8,3.915778812668601,279.13472516060585,0.0
17109D,69.14999999999999,10.495197864187354,471.615190935652,0.0
17129C,1.7999999999999998,0.2731938706512977,97.01425001453319,0.0
17129D,30.9,4.689828112847278,418.4331743315079,0.0
17129F,87.0,13.204370414812722,694.6353494390244,0.0
17136A,111.45,16.91525382449285,2153.946556151868,0.0
17164B,151.2,22.94828513470901,1265.8774566478226,0.0
17164D,63.599999999999994,9.652850096345851,820.375446375544,0.0
17165B,78.14999999999999,11.861167217443843,579.9883773297541,0.0
17165D,80.39999999999999,12.202659555757965,586.537258582968,0.0
17174,5.3999999999999995,0.8195816119538931,239.04572186687872,0.0
17178,19.95,3.027898733051883,268.0541967664485,0.0
17181,33.3,5.054086607049008,259.47155951294246,0.0
17191A,4.95,0.7512831442910688,76.59416862050705,0.0
18007,142.35,21.605081937340127,1882.4250106321479,0.0
18010,8.4,1.274904729706056,298.14239699997194,0.0
18094C,49.8,7.558363754685904,430.51413599531014,0.0
18096C,8.7,1.3204370414812725,123.13975269103986,0.0
18097A,2.55,0.38702465008933845,66.66666666666667,0.0
18097B,1.05,0.159363091213257,42.779263194649864,0.0
18097C,105.89999999999999,16.072906056651348,429.9640367455755,0.0
18098A,0.3,0.045532311775216286,21.259760138109353,0.0
18098B,0.44999999999999996,0.06829846766282442,26.037782196164773,0.0
18098C,114.45,17.370576942245016,416.5244642847781,0.0
20615,53.699999999999996,8.150283807763715,361.80795962555504,0.0
20616,28.2,4.280037306870331,275.1721507941125,0.0
20617,34.199999999999996,5.190683542374657,266.55411072189156,0.0
20618,28.95,4.3938680863083714,248.18311624350736,0.0
20619,40.949999999999996,6.215160557317024,289.69452549277105,0.0
20620,0.15,0.022766155887608143,17.81741612749496,0.0
20621,14.85,2.253849432873206,177.28105208558367,0.0
20622,48.449999999999996,7.35346835169743,323.58375631762385,0.0
20652,62.25,9.447954693357381,458.0334362816483,0.0
20653,19.05,2.891301797726234,252.846866464061,0.0
20654,50.85,7.71772684589916,426.73477590171024,0.0
20655,39.6,6.01026515432855,372.907853623755,0.0
20657,43.8,6.647717519181578,391.55565571969646,0.0
20658,193.95,29.43663956267733,830.9781920242317,0.0
20659,43.05,6.5338867397435365,376.162246947663,0.0
20660,10.65,1.6163970680201782,194.593593591019,0.0
20661,23.55,3.574286474354478,181.90917352567396,0.0
20662,14.549999999999999,2.20831712109799,142.61209798866938,0.0
20663,5.55,0.8423477678415012,88.66455852748554,0.0
20664,4.6499999999999995,0.7057508325158525,83.69975936353774,0.0
20665,165.15,25.065537632256568,499.4309742157085,0.0
20666,10.65,1.6163970680201782,127.10122451878739,0.0
20667,3.15,0.478089273639771,68.8894963827172,0.0
20668,2370.6,359.79632764775914,9405.978358683707,0.0
20669,88.64999999999999,13.454798129576412,561.7384617242568,0.0
20670,6.8999999999999995,1.0472431708299745,97.15428239239243,0.0
20671,98.85,15.002896729933767,592.8462420110856,0.0
20672,17.4,2.640874082962545,248.7301080823684,0.0
20673,0.75,0.11383077943804071,51.63977794943222,0.0
20674,367.2,55.73154961286473,1141.0695072925362,0.0
20675,532.1999999999999,80.7743210892337,1374.285524567734,0.0
20676,783.4499999999999,118.90763220097733,1665.579183112461,0.0
20677,562.8,85.41861689030576,1407.9386171671351,0.0
20678,0.6,0.09106462355043257,40.20151261036849,0.0
20679,226.65,34.399661546175906,414.3067237850779,0.0
20680,0.8999999999999999,0.13659693532564884,35.082320772281165,0.0
20681,162.15,24.610214514504403,471.16413562741076,0.0
20682,308.7,46.85274881669756,647.0241654653133,0.0
20683,0.15,0.022766155887608143,14.322297480788658,0.0
20684,75.0,11.383077943804071,320.57059258041824,0.0
20685,334.34999999999997,50.74576147347855,439.0878322348793,0.0
20686,76.95,11.679037970342979,323.6437696020628,0.0
20688,2.6999999999999997,0.40979080597694656,47.234264016825286,0.0
20689,6.0,0.9106462355043257,66.94619270045784,0.0
20692,43.65,6.624951363293969,214.2470203160028,0.0
20693,3.9,0.5919200530778117,63.86259760257971,0.0
20694,13.2,2.0034217181095166,125.56083651441983,0.0
20695,8.7,1.3204370414812725,96.06415252402483,0.0
20696,16.65,2.527043303524504,140.47538337136984,0.0
20697,5.7,0.8651139237291094,100.61151963334143,0.0
20698,6.45,0.9789447031671502,107.02620792738482,0.0
20699,31.2,4.735360424622494,234.09301956669083,0.0
20700,7.199999999999999,1.0927754826051908,95.61828874675149,0.0
20701,6.3,0.956178547279542,89.15372732967586,0.0
20702,94.8,14.388210520968347,315.2571914710171,0.0
20703,62.849999999999994,9.539019316907812,256.74300406901665,0.0
20704,37.35,5.668772816014427,175.06042912706985,0.0
20705,24.15,3.665351097904911,139.0659531996935,0.0
20707,76.64999999999999,11.63350565856776,495.937653652565,0.0
20711,731.4,111.00777610797729,1282.3933835699686,0.0
20712,997.05,151.3266381849313,1485.4371301496262,0.0
20713,965.4,146.522979292646,1466.1177540430517,0.0
20714,91.95,13.955653559103792,780.9931169710901,0.0
20716,193.79999999999998,29.41387340678972,831.5800765583634,0.0
20717,530.25,80.4783610626948,1366.0700428906416,0.0
20718,1008.75,153.10239834416475,1886.5668715642116,0.0
20719,1616.55,245.35086200075298,2907.7728729822766,0.0
20721,0.15,0.022766155887608143,28.005601680560194,0.0
20723,1330.2,201.890270411309,2627.0507907415417,0.0
20724,2187.9,332.06714977665234,3377.1714209269117,0.0
20725,2961.45,449.4722156890476,2817.8832486685865,0.0
20726,1809.8999999999999,274.69643693987985,2202.72836760361,0.0
20727,2115.6,321.09386263882527,2389.3581900880185,0.0
20728,1984.9499999999998,301.26454086071857,2307.5775904219613,0.0
20729,57.9,8.787736172616743,454.79007622990605,0.0
20730,38.85,5.896434374890509,373.0833504052281,0.0
20731,84.75,12.8628780764986,568.5817319968213,0.0
20733,111.89999999999999,16.98355229215567,781.9035358156124,0.0
20734,80.85,12.27095802342079,650.1885096179535,0.0
20735,33.6,5.099618918824224,426.65825969018897,0.0
20736,17.4,2.640874082962545,301.62956114555936,0.0
20738,87.14999999999999,13.227136570700331,675.0453869998697,0.0
20747,9.6,1.4570339768069211,53.42244506353423,0.0
20748,20.099999999999998,3.050664888939491,83.70505329854595,0.0
20749,183.75,27.888540962319976,320.2776708351021,0.0
20750,228.9,34.74115388449003,358.0725453460826,0.0
20751,318.59999999999997,48.35531510527969,821.344602279206,0.0
20752,150.75,22.879986667046182,567.3784462258653,0.0
20753,24.45,3.7108834096801275,229.85645599712166,0.0
20754,423.45,64.26885807071778,947.0956346872014,0.0
20755,78.6,11.929465685106667,641.077524295512,0.0
20756,23.849999999999998,3.619818786129695,353.1372004659679,0.0
20757,39.15,5.941966686665724,448.64835566811325,0.0
20758,50.699999999999996,7.694960690011552,514.8767223478707,0.0
20759,32.1,4.8719573599481425,409.68663299514907,0.0
20760,57.599999999999994,8.742203860841526,548.7954724560283,0.0
20761,37.949999999999996,5.75983743956486,212.60459693008642,0.0
20762,37.8,5.737071283677253,213.09620698647223,0.0
20763,24.75,3.7564157214553435,174.90378753650128,0.0
20764,55.35,8.400711522527404,257.05625075988087,0.0
20765,41.55,6.306225180867456,221.82888742071182,0.0
20766,46.05,6.9892098574957,234.7024277457652,0.0
20767,72.0,10.927754826051908,355.2116423889942,0.0
20768,61.199999999999996,9.288591602144123,330.4384073703034,0.0
20769,28.05,4.257271150982723,223.14692563696462,0.0
20770,64.2,9.743914719896285,340.3569582362607,0.0
20771,61.05,9.265825446256514,330.0686971210615,0.0
20772,89.55,13.591395064902063,405.77975602768953,0.0
20773,39.449999999999996,5.987498998440942,325.9794874875201,0.0
20774,32.85,4.985788139386184,297.4640288923158,0.0
20775,22.349999999999998,3.3921572272536133,245.36099975754138,0.0
20776,22.05,3.3466249154783974,243.708718337977,0.0
20777,36.75,5.577708192463994,314.6266024828463,0.0
20778,35.25,5.3500466335879135,308.1387592457251,0.0
20780,15.299999999999999,2.322147900536031,110.98680590509251,0.0
20781,11.549999999999999,1.7529940033458271,99.06229508159956,0.0
20782,15.149999999999999,2.2993817446484224,110.39977367105126,0.0
20783,8.4,1.274904729706056,82.46358508952079,0.0
20784,0.75,0.11383077943804071,9.227275539304442,0.0
20785,1.3499999999999999,0.20489540298847328,12.255110553085002,0.0
20786,0.8999999999999999,0.13659693532564884,10.0062558654852,0.0
20787,0.75,0.11383077943804071,9.227275539304442,0.0
20793,4.95,0.7512831442910688,57.08992257184502,0.0
20794,28.5,4.325569618645547,223.51194862683568,0.0
20795,12.0,1.8212924710086513,159.36381457791916,0.0
20796,13.2,2.0034217181095166,188.56180831641268,0.0
20798,41.55,6.306225180867456,296.5409043226717,0.0
20799,9.45,1.4342678209193132,141.4213562373095,0.0
20800,0.6,0.09106462355043257,32.33808333817773,0.0
20801,120.89999999999999,18.349521645412164,631.9330573207613,0.0
20802,108.75,16.505463018515904,558.8664579525667,0.0
20803,142.04999999999998,21.559549625564912,762.279946192697,0.0
20804,20.849999999999998,3.1644956683775316,236.98442176990488,0.0
20812,0.75,0.11383077943804071,36.15507630310936,0.0
20814,10.95,1.6619293797953945,198.83222574332055,0.0
20816,3.5999999999999996,0.5463877413025954,54.54143009017586,0.0
20818,10.049999999999999,1.5253324444697456,112.77696603383427,0.0
20819,27.599999999999998,4.188972683319898,184.1075041424785,0.0
20820,1.65,0.2504277147636896,38.49001794597505,0.0
20821,3.9,0.5919200530778117,59.175024306572965,0.0
20822,0.3,0.045532311775216286,16.933350266692067,0.0
20823,30.0,4.553231177521629,213.0948006601707,0.0
20825,3.5999999999999996,0.5463877413025954,65.31972647421809,0.0
20826,46.05,6.9892098574957,398.55460246279756,0.0
20827,18.75,2.845769485951018,230.80825490593813,0.0
20828,305.7,46.3974256989454,729.9386669552039,0.0
20829,320.4,48.62850897593099,818.587282078208,0.0
20830,30.0,4.553231177521629,251.9763153394848,0.0
20831,37.5,5.691538971902036,290.8500999918093,0.0
20832,214.79999999999998,32.60113523105486,1167.3321839355897,0.0
20835,11.7,1.7757601592334353,249.9249136490047,0.0
20836,33.6,5.099618918824224,365.00026849157064,0.0
20837,24.75,3.7564157214553435,304.7466883988344,0.0
20838,58.65,8.901566952054784,469.6471580098052,0.0
20839,76.05,11.542441035017328,501.17523512164104,0.0
20840,91.35,13.864588935553359,555.3670088874998,0.0
20845,5.1,0.7740493001786769,59.745742992905186,0.0
20846,177.75,26.97789472681565,792.9461353357673,0.0
20847,7.05,1.0700093267175828,91.40872800534726,0.0
20848,5.85,0.8878800796167177,93.88055880763545,0.0
20849,6.8999999999999995,1.0472431708299745,90.43106644167024,0.0
20850,15.899999999999999,2.413212524086463,154.77339002518167,0.0
20851,6.8999999999999995,1.0472431708299745,71.79179357454346,0.0
20854,41.1,6.237926713204632,332.72672075904984,0.0
20855,21.3,3.2327941360403565,239.52815570144855,0.0
20856,49.8,7.558363754685904,366.253210417894,0.0
20857,37.199999999999996,5.64600666012682,316.54702684122657,0.0
20858,0.6,0.09106462355043257,40.20151261036849,0.0
20860,2.85,0.4325569618645547,77.66431633476233,0.0
20861,6.75,1.0244770149423663,119.52286093343936,0.0
20862,10.049999999999999,1.5253324444697456,145.84183648679576,0.0
20863,15.45,2.344914056423639,180.82702424807167,0.0
20864,9.9,1.5025662885821376,144.74937289114916,0.0
20865,9.9,1.5025662885821376,144.74937289114916,0.0
20866,81.45,12.362022646971221,532.5198184883882,0.0
20867,85.2,12.931176544161426,553.5319951470977,0.0
20868,64.35,9.766680875783894,609.7194066130672,0.0
20869,32.85,4.985788139386184,449.1028886954315,0.0
20870,3.9,0.5919200530778117,95.82913418192504,0.0
20871,108.3,16.43716455085308,508.4322977157767,0.0
20877,1.5,0.22766155887608142,125.9881576697424,0.0
20878,88.95,13.50033044135163,563.6372184722303,0.0
20879,7.5,1.1383077943804072,226.45540682891914,0.0
20881,0.3,0.045532311775216286,39.60590171906697,0.0
20882,0.3,0.045532311775216286,21.259760138109353,0.0
20884,0.3,0.045532311775216286,25.19763153394848,0.0
20885,0.15,0.022766155887608143,15.032920560056576,0.0
20886,169.5,25.7257561529972,622.5614535821969,0.0
20887,0.75,0.11383077943804071,31.08349360801046,0.0
20888,17.849999999999998,2.709172550625369,179.43514064131836,0.0
20889,22.8,3.460455694916438,208.99320783111642,0.0
20890,0.6,0.09106462355043257,26.666666666666668,0.0
20891,0.3,0.045532311775216286,12.950478164763522,0.0
20892,9.6,1.4570339768069211,63.59429068137314,0.0
20893,28.65,4.348335774533155,223.78994693110565,0.0
20894,28.65,4.348335774533155,207.9942502907722,0.0
20895,2.4,0.3642584942017303,60.131682240226304,0.0
20896,5.7,0.8651139237291094,92.669146005933,0.0
20897,15.45,2.344914056423639,152.5674806706596,0.0
20898,24.45,3.7108834096801275,193.39953888908855,0.0
20899,6.6,1.0017108590547583,99.71711400185404,0.0
20901,4.95,0.7512831442910688,58.86057194025436,0.0
20902,3.15,0.478089273639771,46.95449296338764,0.0
20903,4.6499999999999995,0.7057508325158525,57.04904184868506,0.0
20905,0.8999999999999999,0.13659693532564884,25.098232205526344,0.0
20906,11.549999999999999,1.7529940033458271,131.91334255299128,0.0
20910,8.4,1.274904729706056,76.67636592760195,0.0
20913,13.049999999999999,1.9806555622219084,140.21774833861988,0.0
20914,1167.0,177.12069280559137,1322.9708555686118,0.0
20931,62.699999999999996,9.516253161020202,286.2440942100602,0.0
20932,33.15,5.0313204511614,205.97785500996247,0.0
20933,18.15,2.7547048624005854,151.78662585229168,0.0
20934,13.65,2.071720185772341,105.61864883072575,0.0
20935,36.75,5.577708192463994,246.9536753314144,0.0
20936,39.15,5.941966686665724,244.65232181193466,0.0
20939,1.7999999999999998,0.2731938706512977,97.01425001453319,0.0
20940,11.549999999999999,1.7529940033458271,132.44258577196064,0.0
20941,96.0,14.57033976806921,594.1045863563103,0.0
20942,0.8999999999999999,0.13659693532564884,56.568542494923804,0.0
20943,49.8,7.558363754685904,420.79290234825334,0.0
20950,97.8,14.84353363872051,974.4841360161981,0.0
20952,10.95,1.6619293797953945,340.4012571554575,0.0
20953,2.85,0.4325569618645547,87.61716542303613,0.0
20956,240.6,36.51691404372346,918.5848593158531,0.0
20957,10.049999999999999,1.5253324444697456,175.51238617587484,0.0
20958,3.9,0.5919200530778117,94.28090415820633,0.0
20960,193.04999999999998,29.30004262735168,828.9525916228203,0.0
20961,292.65,44.416770136723486,1009.1303930957412,0.0
20963,303.9,46.12423182829409,1025.9589686766028,0.0
20964,3.0,0.45532311775216283,72.31015260621872,0.0
20966,193.04999999999998,29.30004262735168,828.4926070883191,0.0
20967,115.5,17.52994003345827,369.98498468030954,0.0
20968,5.55,0.8423477678415012,81.10350040397626,0.0
20969,246.29999999999998,37.38202796745257,537.1692773696101,0.0
20970,246.75,37.45032643511539,539.4276575871288,0.0
20971,1312.8,199.24939632834645,2150.1049989780213,0.0
20972,1687.5,256.1192537355916,2436.6263812101297,0.0
20973,852.4499999999999,129.38006390927706,2398.134011307871,0.0
20974,1282.05,194.58233437138682,2963.424827424487,0.0
20975,1647.3,250.01792395771264,3356.4655987490814,0.0
20976,77.7,11.792868749781018,728.8909735221388,0.0
20977,499.79999999999995,75.85683141751034,1333.3489387351437,0.0
20978,503.54999999999995,76.42598531470054,1338.8216406450204,0.0
20979,822.15,124.78130041998024,1709.9983305274668,0.0
20980,25.65,3.8930126567809924,301.99337741082996,0.0
20981,578.25,87.76353094672939,1738.8298973058597,0.0
20982,650.55,98.73681808455652,1845.4795813752748,0.0
20983,798.9,121.25254625740098,2044.1160704789454,0.0
20984,621.15,94.27465153058532,2472.9510420457627,0.0
20985,175.95,26.70470085616435,785.8881794728647,0.0
20986,76.2,11.565207190904935,512.8724128543668,0.0
20987,12.299999999999999,1.8668247827838678,167.43413043399497,0.0
20988,3.5999999999999996,0.5463877413025954,90.58216273156765,0.0
20989,44.55,6.761548298619618,318.65100272627666,0.0
20990,79.05,11.997764152769491,424.46547582923654,0.0
20991,21.9,3.323858759590789,386.9671688187381,0.0
20992,672.3,102.0379106882597,2246.9148514157937,0.0
20993,57.75,8.764970016729135,622.935755984125,0.0
20994,7.05,1.0700093267175828,191.9967319983317,0.0
20996,616.05,93.50060223040664,3015.3746690099506,0.0
20997,12.15,1.8440586268962595,104.4465935734187,0.0
20998,32.55,4.940255827610967,221.70805582823752,0.0
21000,15.6,2.367680212311247,127.72519520515942,0.0
21001,10.049999999999999,1.5253324444697456,86.64296163636402,0.0
21002,12.0,1.8212924710086513,112.02240672224079,0.0
21003,3.3,0.5008554295273792,48.05945574066813,0.0
21004,15.75,2.3904463681988553,128.3377895839496,0.0
21007,197.85,30.028559615755142,1058.4718787431202,0.0
21009,103.95,15.776946030112443,607.9473661428266,0.0
21010,108.3,16.43716455085308,620.5374015050718,0.0
21011,266.09999999999997,40.38716054461685,1007.414907099056,0.0
21012,114.3,17.347810786357407,497.639420135281,0.0
21014,240.29999999999998,36.47138173194824,1384.6738563650026,0.0
21015,214.65,32.57836907516725,1437.2249089571217,0.0
21016,120.6,18.303989333636945,814.9775162056276,0.0
21017,53.4,8.104751495988499,543.0657670066564,0.0
21018,31.049999999999997,4.712594268734885,402.9304421069108,0.0
21025,33.15,5.0313204511614,330.9022273463236,0.0
21026,59.4,9.015397731492824,452.41518106079405,0.0
21027,41.4,6.283459024979847,384.88726746258294,0.0
21028,35.55,5.39557894536313,337.5128505657881,0.0
21030,32.85,4.985788139386184,338.9583748108559,0.0
21031,18.9,2.8685356418386263,255.85415109670677,0.0
21032,25.05,3.80194803323056,286.3800014280416,0.0
21033,198.15,30.074091927530358,571.9353565695022,0.0
21034,582.6,88.42374946747003,1650.9433773112025,0.0
21035,399.15,60.580740816925264,759.0404122960831,0.0
21036,0.15,0.022766155887608143,16.169041669088866,0.0
21038,23.4,3.5515203184668707,221.88275792612174,0.0
21039,142.95,21.69614656089056,492.7948273878844,0.0
21040,70.64999999999999,10.722859423063435,380.66811600408334,0.0
21041,209.85,31.84985208676379,562.2794608470022,0.0
21042,136.04999999999998,20.648903390060585,318.8940866675604,0.0
21043,64.05,9.721148564008676,281.31606761640023,0.0
21051,63.449999999999996,9.630083940458244,365.2827267747488,0.0
21054,35.699999999999996,5.418345101250738,133.14698337038337,0.0
21055,37.35,5.668772816014427,134.45228922341963,0.0
21056,38.4,5.828135907227685,136.6142569205618,0.0
21058,267.59999999999997,40.61482210349293,1178.9898405292126,0.0
21059,210.9,32.00921517797705,1051.341736119701,0.0
21060,138.0,20.944863416599492,852.9963356347137,0.0
21061,152.25,23.107648225922265,898.9841461690967,0.0
21062,151.35,22.971051290596616,892.1974556781141,0.0
21063,182.85,27.751944026994323,974.3944326292248,0.0
21064,36.75,5.577708192463994,173.30578775793677,0.0
21065,41.4,6.283459024979847,192.26468304856678,0.0
21066,202.79999999999998,30.779842760046208,921.5919880595891,0.0
21067,311.55,47.28530577856212,1117.4416417656935,0.0
21068,307.95,46.738918037259516,1070.0412388594818,0.0
21069,201.0,30.506648889394913,846.4959484263791,0.0
21070,168.29999999999998,25.54362690589634,769.1047893000084,0.0
21071,366.75,55.663251145201905,1155.8981147205784,0.0
